epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.1642,0,106.245,0,0,0,0,0,0,107.003,0,8e-05,8e-05,8e-05
2,27.7248,0,101.467,0,0,0,0,0,0,107.093,0,0.0001206,0.0001206,0.0001206
3,40.3925,0,97.1022,0,0,0,0,0,0,107.099,0,9.52e-05,9.52e-05,9.52e-05
